preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
malke dyr	http://data.europa.eu/esco/skill/cacb30e8-eb78-40bf-b664-b7a4c8a018a3	skill/competence			Malke køer og andre husdyr manuelt eller mekanisk.
annoncere auktionssalg	http://data.europa.eu/esco/skill/cacc293c-13a0-468c-96c1-31a6d4c1c0ba	skill/competence			Fremme auktionssalg på radio og tv, i branchetidsskrifter, online og via distribution af kataloger og andre kanaler.
fiskeanatomi	http://data.europa.eu/esco/skill/cacc8765-aee4-492e-a938-d556c912412b	knowledge	fisks anatomi		Studiet af fiskearters form og morfologi.
besvare forespørgsler fra kunder	http://data.europa.eu/esco/skill/cace7a77-38b7-4cdf-8171-e17692bef5f6	skill/competence	"besvare kundeforespørgsler
tage stilling til forespørgsler fra kunder
reagere på henvendelser fra kunder
besvare kunders forespørgsler
besvare henvendelser fra kunder
svare på forespørgsler fra kunder"		Besvare kundernes spørgsmål om køreplaner, priser og reservationer personligt, via e-mail og i telefonen.
nederlandsk	http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb	knowledge	hollandsk		Det nederlandske sprog. Nederlandsk er et af EU's officielle sprog og arbejdssprog.
etablere havebede på kirkegårde	http://data.europa.eu/esco/skill/cad6cbf5-fd1c-40af-8c56-605964d044b5	skill/competence	etablere havebede på gravpladser		Anlægge havearealer på kirkegårde.
fastgøre trin og stødtrin	http://data.europa.eu/esco/skill/cad78dce-3e7c-4252-bd63-a274d464d520	skill/competence			Fastgøre trappetrin og disses lodrette modstykker, stødtrin, til trappens bærende element eller elementer. Skrue eller sømme stødtrin og trin på konstruktionen, f.eks. vanger eller I-bjælker. Bruge klæbemidler for at forebygge knirken, hvis der er behov for det.
forberede ressourcer til lastning	http://data.europa.eu/esco/skill/cada9347-4274-4537-ba27-72170af6c3db	skill/competence			Vurdere antallet af arbejdstagere og typer af udstyr, der er nødvendigt for at laste eller losse fragt.
rådgive om opfindelser	http://data.europa.eu/esco/skill/cae4146d-71d8-46a8-9a90-748a63c22f25	skill/competence			Yde rådgivning til opfindere og producenter om, hvorvidt deres opfindelser vil blive patenteret, ved at undersøge, om opfindelsen er ny, innovativ og levedygtig.
undervise i antropologi	http://data.europa.eu/esco/skill/cae47cdb-5b26-4d9b-95e2-e4bce31b6d8c	skill/competence			Instruere studerende i teori og praksis i antropologi eller menneskets udvikling og adfærd, mere specifikt med hensyn til udvikling af kulturer, sprog og samfundslivet og praksis i en bestemt kultur.
lydredigeringsprogrammer	http://data.europa.eu/esco/skill/cae4c053-05d1-413d-8499-f37793aad56e	knowledge	"programmer til lydredigering
audioredigeringsprogrammer
lydredigeringssoftware"		De forskellige programmer til redigering og lydfremstilling, såsom Adobe Audition, Soundforge og Power Sound Editor.
håndtere bivirkninger ved lægemidler	http://data.europa.eu/esco/skill/cae8a697-1047-4da2-ac7d-77065dade235	skill/competence			Analysere og håndtere bivirkninger ved lægemidler som f.eks. general- og lokalanæstesi og antibiotika, beskrivelse af principperne for lægemiddeludfordringer og desensibilisering for allergiske patienter og rådgivning om brug af alternative lægemidler.
administrere arkiv	http://data.europa.eu/esco/skill/caea6ac9-3972-42c4-9be6-042fe3e426f5	skill/competence			Overvåge andre for at sikre, at dokumenter, filer og genstande forsynes med en korrekt mærkning og opbevares og bevares i henhold til arkiveringsnormer og -forskrifter.
oplagre kakaopresseprodukter	http://data.europa.eu/esco/skill/caf0f45f-c0e2-4e53-8809-e16f045f0354	skill/competence			Anvende egnede beholdere til lagring af produktet efter presning af kakao. Fylde chokoladevæske i beholdere, ekstrudere angivne mængder i opbevaringstank og føre kakaokager ud på transportbåndet.
fastgøre komponenter	http://data.europa.eu/esco/skill/cafc2723-c308-4058-9921-61306b5de924	skill/competence			Spænde komponenter sammen i henhold til blueprints og tekniske planer med henblik på at skabe underenheder eller færdige produkter.
forklare regnskabsbilag	http://data.europa.eu/esco/skill/cb059032-dd34-4761-a786-98cfb9d0efe3	skill/competence			Give personale, sælgere, revisorer og alle andre yderligere oplysninger om den måde, hvorpå konti er blevet registreret og behandlet i regnskaberne.
vedligeholde vandingsanlæg	http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930	skill/competence			Installere vandings-, vvs- og sprinklersystemer. Besigtige og vurdere disse systemer i henhold til aftalte tidsplaner. Identificere fejl og slid i vandingssystemer og sørge for reparation.
håndtere behov for kontorudstyr	http://data.europa.eu/esco/skill/cb108a0a-88e6-4579-885d-b1e794ada512	skill/competence			Overvåge, analysere og stille de apparater, der er nødvendige i kontorer og forretningslokaler, til rådighed med henblik på en smidig afvikling af driften. Klargøre apparater som f.eks. kommunikationsanordninger, computere, faxmaskiner og kopimaskiner.
måle reservoirvolumen	http://data.europa.eu/esco/skill/cb1481c8-ca3f-46d7-8d40-8b5be2192058	skill/competence			Foretage et skøn over volumenet af et olie- og gasreservoir ved måling af dets areal, klippeporevolumen og væskeindholdet i porerne.
fokusere på service	http://data.europa.eu/esco/skill/cb15ece1-2afd-488c-852d-0b52c13409ef	skill/competence			Aktivt søge effektive måder at hjælpe folk på.
betjene videnskabeligt måleudstyr	http://data.europa.eu/esco/skill/cb1a2fbf-242d-4a4e-a466-588378f124c1	skill/competence			Betjene apparater, maskiner og udstyr, der er beregnet til videnskabelig måling. Videnskabeligt udstyr består af specialmåleinstrumenter, der er raffineret med henblik på at lette erhvervelsen af data.
gennemgå en virksomheds udviklingsproces	http://data.europa.eu/esco/skill/cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d	skill/competence			Dømme, revidere og træffe beslutninger om retninger inden for innovations- og udviklingsprocesser i en organisation med henblik på at forbedre effektiviteten og reducere omkostningerne.
intern medicin — hæmatologi	http://data.europa.eu/esco/skill/cb1e8e43-6fc5-4c34-ad4d-f3850144789b	knowledge	"blodsygdomme
hæmatologi"		Medicinsk fagområde, der vedrører diagnosticering, ætiologi og behandling af blodsygdomme.
rapportere sprængningsresultater	http://data.europa.eu/esco/skill/cb21d617-4aa5-4a93-81ac-cde9aae7716a	skill/competence			Rapportere, om eksplosionen var vellykket eller ej, efter undersøgelse af sprængningsområdet. Angive alle relevante resultater af undersøgelsen.
anvende miljøforanstaltninger i forbindelse med vejtransport	http://data.europa.eu/esco/skill/cb21f7c2-6bf6-46b5-a638-ad494e95ffbf	skill/competence			Anvende Europa-Kommissionens (Kommissionens) strategier til at reducere udledningen af CO², håndhæve miljøtiltag for at sikre, at reduktionsmålene for CO²-udledning opfyldes.
konstruere udstyr til borehoved	http://data.europa.eu/esco/skill/cb27269f-2a7e-4809-95a2-22410b0dc039	skill/competence			Designe og vælge udstyr til borehoveder. Tage hensyn til lokal geologi, ressourcetype og andre specifikke egenskaber på stedet samt omkostninger.
spore forsendelsesbetalinger	http://data.europa.eu/esco/skill/cb2fb8ca-e1b8-4acc-b5b5-b382ee589380	skill/competence			Overvåge udviklingen i de betalinger, der foretages for forsendelsesprodukter.
videnskabelig modellering	http://data.europa.eu/esco/skill/cb304338-3a44-4b6f-802b-dfc6c64de109	knowledge			Videnskabelig aktivitet, der består i at udvælge de relevante aspekter af en situation med det formål at gengive fysiske processer, empiriske genstande og fænomener for at give en bedre forståelse, visualisering eller kvantificering og for at muliggøre simulation, der viser, hvordan det specifikke emne vil optræde under bestemte omstændigheder.
inspicere jernbaner visuelt	http://data.europa.eu/esco/skill/cb3bbb14-9d5e-4f66-9bb3-cdc76a971f29	skill/competence			Visuelt kontrollere integriteten af jernbaneskinner, sveller og ballast. Dette sker normalt som reaktion på indberetninger fra arbejdstagere eller registreringer fra sensorer.
planlægge en optagelse	http://data.europa.eu/esco/skill/cb3e9479-07b9-4a35-9732-28cff43c7f81	skill/competence			Træffe de nødvendige foranstaltninger ved musikoptagelse.
udarbejde støtteansøgninger	http://data.europa.eu/esco/skill/cb4c6d77-0444-49f9-9264-39fc4585bc0e	skill/competence			Udarbejde støtteansøgninger.
maltesisk	http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e	knowledge			Det maltesiske sprog. Maltesisk er et af EU's officielle sprog og arbejdssprog.
hæfte genstande i blik sammen	http://data.europa.eu/esco/skill/cb56bff0-676b-4911-a04a-6b17da728bde	skill/competence			Anvende metalklemmer til sikker sammenhæftning af genstande i blik.
bygge kulissekonstruktioner	http://data.europa.eu/esco/skill/cb58bfc2-696d-4b45-8f01-283b612a6c9a	skill/competence			Designe og bygge kulissekonstruktioner i træ, metal eller plast og opsætte sceneelementer ved hjælp af tæpper og tekstiler metervarer.
beskrive sundhedsfordelene ved kostændringer	http://data.europa.eu/esco/skill/cb5bac93-9111-4275-af1d-f40b0a73511b	skill/competence			Anerkende virkningerne af kostændringer på den menneskelige organisme, og hvordan de påvirker den positivt.
forberede byggeplads	http://data.europa.eu/esco/skill/cb5c6c3a-8999-41ee-83c9-012974efc43e	skill/competence			Udarbejde bygningsplaner og forberede byggepladser til opførelse af bygninger eller andre strukturer.
administrere standarder for dataudveksling	http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1	skill/competence			Fastsætte og opretholde standarder for konvertering af data fra kildeskemaer til den nødvendige datastruktur i et resultatskema.
udbetale pensioner	http://data.europa.eu/esco/skill/cb60d989-8e8e-4da3-9bf2-98be1a09c36b	skill/competence			Udbetale pensioner og andre ydelser til kunderne. Kontrollere, at dokumenterne er korrekte, og sikre, at beløbet for de likvide midler er angivet
lede et arbejdsteam	http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b	skill/competence	"lede en gruppe
lede et team
lede en arbejdsgruppe"		Sikre, at der findes klare og effektive kommunikationskanaler i alle afdelinger i organisationen og støttefunktionerne, både internt og eksternt, og sikre, at teamet er bekendt med afdelingens/forretningsenhedens standarder og målsætninger. Gennemføre de disciplinære procedurer og klageprocedurer, der skal til for at sikre, at der konsekvent anvendes en retfærdig og konsekvent tilgang til styring af resultater. Bistå i forbindelse med rekrutteringsprocessen og forvalte, uddanne og motivere medarbejderne til at opnå/overskride deres potentiale ved hjælp af effektive forvaltningsteknikker. Tilskynde til og udvikle sammenhold blandt alle medarbejdere.
fastlægge vedligeholdelsesplaner for lufthavnsudstyr	http://data.europa.eu/esco/skill/cb80b8c4-3226-4664-aba8-20310ea3b0af	skill/competence			Fastlægge vedligeholdelsesplaner for det udstyr og de køretøjer, der anvendes i lufthavnen. Overveje forskellige kriterier med henblik på planlægning af vedligeholdelsesaktiviteter. Sikre, at køretøjer og udstyr til enhver tid er til rådighed.
være meget sikkerhedsbevidst	http://data.europa.eu/esco/skill/cb86ea85-0776-4720-984c-e16f228c9bc3	skill/competence			Sikre stor opmærksomhed omkring sikkerhed, bruge personlige værnemidler, kommunikere med medarbejdere og rådgive om sundhed og sikkerhed.
støtte informeret samtykke	http://data.europa.eu/esco/skill/cb871f4d-d878-43f6-97a2-b334824146fd	skill/competence			Sørge for, at patienterne og deres familier er fuldt informeret om risici og fordele ved de foreslåede behandlinger eller procedurer, så de kan give informeret samtykke, inddrage patienter og deres familier i plejen og behandlingen af dem.
forfatningsret	http://data.europa.eu/esco/skill/cb885129-ec40-4b9c-8064-5900dbceeb4f	knowledge			Forordninger, der vedrører de grundlæggende principper eller den etablerede retspraksis, som regulerer en stat eller en organisation.
bruge ultralydsudstyr	http://data.europa.eu/esco/skill/cb886ee9-c4e4-4d3b-9961-228e9f283a69	skill/competence			Bruge ultralydsteknikker og -udstyr til at opdage defekter i faste materialer.
opstille semantiske træer	http://data.europa.eu/esco/skill/cb89a5c0-b5cb-4c62-8e7e-7714631b66b5	skill/competence			Skabe sammenhængende lister og hierarkier for koncepter og termer for at sikre en konsekvent indeksering i vidensorganisationssystemerne.
udlede cement	http://data.europa.eu/esco/skill/cb949305-6aee-46c0-9b6f-f0ab693cde5b	skill/competence			Udlede cementen er fra blanderen til beholdere.
analysere blodmønstre	http://data.europa.eu/esco/skill/cb9c8373-402a-4b5f-8b19-63a831a14e48	skill/competence			Analysere blodpletternes mønstre og rester på gerningsstedet for at dokumentere dem og drage konklusioner med hensyn til, hvad årsagerne til og begivenhederne har været.
forstå skrevet occitansk	http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c	skill/competence			Læse og forstå skriftlige tekster på occitansk.
udføre køretøjstest	http://data.europa.eu/esco/skill/cbaa2139-7789-4e7f-a58b-4946d455d390	skill/competence			Teste, inspicere og vedligeholde køretøjer, påfylde olie og skifte dæk, afbalancere hjul og skifte filtre.
indsamle fiskeprøver med henblik på diagnosticering	http://data.europa.eu/esco/skill/cbaeb978-87a0-450f-b6fd-6231dffcf3da	skill/competence			Indsamle fiske- og skaldyrsprøver til diagnosticering, der foretages af specialister i fiskesygdomme.
fjernmålingsteknikker	http://data.europa.eu/esco/skill/cbb330ab-55ac-4eec-b54c-b85c6219f508	knowledge			De forskellige teknikker til at indhente oplysninger om genstande og fænomener på jordens overflade uden fysisk kontakt med dem, f.eks. elektromagnetisk stråling, radarbilleddannelse og sonarbilleddannelse.
vedligeholde dæmpningsudstyr	http://data.europa.eu/esco/skill/cbb6c71e-7c4a-4f1d-8d6f-de9cc4f55abc	skill/competence			Kontrollere og betjene dæmpningsudstyr. Tage de nødvendige skridt, hvis udstyret er defekt, korrigere defekten selv eller sende den til en specialiseret reparationstjeneste.
vedligeholde litografiske trykplader	http://data.europa.eu/esco/skill/cbbb33d5-1ea9-4faa-9e04-469feb0985c0	skill/competence			Fremstille og opbevare plader, som anvendes i litografisk offsettryk ved kørsel af en tidligere anvendt eller rippet fil eller eksponere eller fremkalde pladen ved brug af håndværktøj eller maskiner.
udarbejde planer for rigarbejde	http://data.europa.eu/esco/skill/cbbcdb44-d929-4eee-aa1f-dfd81417c9f7	skill/competence			Planlægge arbejdsplan og vurdere behovet for arbejdskraft.
opbygge gummilag	http://data.europa.eu/esco/skill/cbbebdb7-d45f-4087-b513-032718b1c2d6	skill/competence			Opbygge det antal lag, der kræves i specifikationerne, ved at beskære de uregelmæssige kanter med saks eller kniv.
fjerne tapet	http://data.europa.eu/esco/skill/cbbeffe1-35b1-4384-9431-e669153bda8c	skill/competence			Fjerne eksisterende tapet eller spor af tapet fra en væg uden at beskadige væggen. Bruge en eller flere teknikker og redskaber, herunder spartel til afskrabning, ridseværktøj til perforering af papiret, malerulle til fugtning og damper til fjernelse af papir afhængig af betingelserne og tapettypen.
